PropertyID,ParcelID,LandUse,PropertyAddress,PropertyCity,Acreage,TaxDistrict,LandValue,BuildingValue,TotalValue,YearBuilt,Bedrooms,FullBath,HalfBath,OwnerID
56062,026 07 0 095.00,SINGLE FAMILY,122 CORBRIDGE  CT, GOODLETTSVILLE,0.16,CITY OF GOODLETTSVILLE,26000.0,91400.0,117400.0,1986,3,2,0,338
15561,026 07 0 096.00,SINGLE FAMILY,120  CORBRIDGE CT, GOODLETTSVILLE,0.15,CITY OF GOODLETTSVILLE,26000.0,115000.0,141000.0,1986,3,2,0,340
15562,026 07 0 097.00,SINGLE FAMILY,118  CORBRIDGE CT, GOODLETTSVILLE,0.25,CITY OF GOODLETTSVILLE,26000.0,123700.0,149700.0,1986,3,2,0,341
54616,026 07 0 100.00,SINGLE FAMILY,112 CORBRIDGE  CT, GOODLETTSVILLE,0.19,CITY OF GOODLETTSVILLE,26000.0,97800.0,123800.0,1986,3,2,0,342
45314,026 07 0 106.00,SINGLE FAMILY,101  BRENTON CT, GOODLETTSVILLE,0.13,CITY OF GOODLETTSVILLE,26000.0,102400.0,128400.0,1988,3,2,0,343
3281,026 07 0 107.00,SINGLE FAMILY,103  BRENTON CT, GOODLETTSVILLE,0.13,CITY OF GOODLETTSVILLE,26000.0,99300.0,125300.0,1987,3,2,1,344
4536,026 07 0 111.00,SINGLE FAMILY,111  BRENTON CT, GOODLETTSVILLE,0.18,CITY OF GOODLETTSVILLE,26000.0,95500.0,121500.0,1987,3,2,0,345
50611,026 07 0 117.00,SINGLE FAMILY,105 SOUTHAMPTON  CT, GOODLETTSVILLE,0.15,CITY OF GOODLETTSVILLE,26000.0,103500.0,129500.0,1987,3,2,1,346
50612,026 07 0 128.00,SINGLE FAMILY,109 CAMBRIDGE  CT, GOODLETTSVILLE,0.25,CITY OF GOODLETTSVILLE,26000.0,110200.0,136200.0,1988,3,2,0,347
43098,026 07 0 134.00,SINGLE FAMILY,121  CAMBRIDGE CT, GOODLETTSVILLE,0.21,CITY OF GOODLETTSVILLE,26000.0,122500.0,148500.0,1990,3,2,0,348
674,026 07 0 141.00,SINGLE FAMILY,104  DOVER CT, GOODLETTSVILLE,0.19,CITY OF GOODLETTSVILLE,26000.0,94500.0,120500.0,1987,3,2,0,349
34785,026 07 0 150.00,SINGLE FAMILY,708  WINDSOR TRCE, GOODLETTSVILLE,0.19,CITY OF GOODLETTSVILLE,26000.0,107800.0,133800.0,1987,3,2,1,350
33051,026 07 0 160.00,SINGLE FAMILY,116  NEWCASTLE CT, GOODLETTSVILLE,0.16,CITY OF GOODLETTSVILLE,26000.0,105500.0,131500.0,1987,3,2,1,351
46907,026 07 0 164.00,SINGLE FAMILY,124  NEWCASTLE CT, GOODLETTSVILLE,0.21,CITY OF GOODLETTSVILLE,26000.0,100500.0,126500.0,1987,3,2,1,352
12412,026 07 0 165.00,SINGLE FAMILY,102  BUCKINGHAM CT, GOODLETTSVILLE,0.23,CITY OF GOODLETTSVILLE,26000.0,138200.0,164200.0,1989,3,2,0,353
48753,026 07 0 167.00,SINGLE FAMILY,106 BUCKINGHAM  CT, GOODLETTSVILLE,0.18,CITY OF GOODLETTSVILLE,26000.0,162900.0,188900.0,1992,3,3,0,354
33052,026 07 0 175.00,SINGLE FAMILY,134  BUCKINGHAM CT, GOODLETTSVILLE,0.13,CITY OF GOODLETTSVILLE,26000.0,112000.0,138000.0,1992,3,2,1,355
3282,026 07 0 176.00,SINGLE FAMILY,136  BUCKINGHAM CT, GOODLETTSVILLE,0.13,CITY OF GOODLETTSVILLE,26000.0,95400.0,121400.0,1988,3,2,0,356
2086,026 07 0 179.00,SINGLE FAMILY,102  OXFORD CT, GOODLETTSVILLE,0.19,CITY OF GOODLETTSVILLE,26000.0,124000.0,150000.0,1989,3,2,0,357
39460,026 07 0 181.00,SINGLE FAMILY,106  OXFORD CT, GOODLETTSVILLE,0.15,CITY OF GOODLETTSVILLE,26000.0,125100.0,151100.0,1989,3,2,0,358
2087,026 07 0 182.00,SINGLE FAMILY,107  TUDOR CT, GOODLETTSVILLE,0.26,CITY OF GOODLETTSVILLE,26000.0,119600.0,145600.0,1991,4,3,0,359
56063,026 07 0 184.00,SINGLE FAMILY,103 TUDOR  CT, GOODLETTSVILLE,0.23,CITY OF GOODLETTSVILLE,26000.0,111100.0,137100.0,1990,3,2,0,360
48754,026 07 0 190.00,SINGLE FAMILY,111 DIGBY  CT, GOODLETTSVILLE,0.25,CITY OF GOODLETTSVILLE,26000.0,111200.0,137200.0,1991,3,2,0,361
18389,026 07 0 191.00,SINGLE FAMILY,207  ASHTEAD CT, GOODLETTSVILLE,0.23,CITY OF GOODLETTSVILLE,26000.0,123200.0,149200.0,1989,3,2,0,362
16949,026 07 0 192.00,SINGLE FAMILY,101  LIDGATE TER, GOODLETTSVILLE,0.18,CITY OF GOODLETTSVILLE,26000.0,120500.0,146500.0,1991,3,2,0,363
28180,026 07 0 194.00,SINGLE FAMILY,128  BUCKINGHAM CT, GOODLETTSVILLE,0.14,CITY OF GOODLETTSVILLE,26000.0,116300.0,142300.0,1988,3,2,0,364
38079,026 09 0 004.00,SINGLE FAMILY,117  SHEVEL DR, GOODLETTSVILLE,0.5,CITY OF GOODLETTSVILLE,25500.0,92200.0,123000.0,1955,3,1,0,366
39434,026 09 0 008.00,SINGLE FAMILY,519  DONALD AVE, GOODLETTSVILLE,0.48,CITY OF GOODLETTSVILLE,25500.0,102900.0,128400.0,1959,3,1,0,367
21302,026 09 0 020.00,SINGLE FAMILY,518  DONALD AVE, GOODLETTSVILLE,0.8,CITY OF GOODLETTSVILLE,30800.0,117800.0,160700.0,1960,3,2,0,368
48724,026 09 0 074.00,SINGLE FAMILY,441 MOSS  TRL, GOODLETTSVILLE,0.82,CITY OF GOODLETTSVILLE,30800.0,89200.0,123600.0,1950,2,1,0,379
25023,026 13 0 002.02,SINGLE FAMILY,350  PLEASANT GREEN DR, GOODLETTSVILLE,0.68,CITY OF GOODLETTSVILLE,30800.0,113100.0,146700.0,1962,4,2,0,381
38080,026 13 0 009.00,SINGLE FAMILY,429  MOSS TRL, GOODLETTSVILLE,0.73,CITY OF GOODLETTSVILLE,30800.0,100700.0,131500.0,1950,2,2,0,383
51975,026 13 0 064.00,SINGLE FAMILY,314 DRAPER  CIR, GOODLETTSVILLE,0.68,CITY OF GOODLETTSVILLE,28100.0,139000.0,167100.0,1971,4,3,0,384
15563,026 16 0 055.00,SINGLE FAMILY,2317  SPRING BRANCH DR, MADISON,0.68,GENERAL SERVICES DISTRICT,46300.0,205200.0,251500.0,1997,3,3,0,391
56039,032 09 0 008.00,SINGLE FAMILY,100 CRYSTAL  CT, NASHVILLE,0.28,GENERAL SERVICES DISTRICT,23000.0,82700.0,105700.0,1983,3,2,0,392
48725,032 09 0 011.00,SINGLE FAMILY,1528 FALL  DR, NASHVILLE,0.24,GENERAL SERVICES DISTRICT,23000.0,69300.0,92300.0,1983,3,2,0,393
41933,032 09 0 021.00,SINGLE FAMILY,1609  FALL DR, NASHVILLE,0.26,GENERAL SERVICES DISTRICT,23000.0,97400.0,120400.0,1987,3,2,0,394
29472,032 09 0 022.00,SINGLE FAMILY,1605  FALL DR, NASHVILLE,0.26,GENERAL SERVICES DISTRICT,23000.0,102100.0,125100.0,1987,3,2,0,395
33029,032 09 0 035.00,SINGLE FAMILY,1708  FALL DR, NASHVILLE,0.26,GENERAL SERVICES DISTRICT,23000.0,74300.0,97300.0,1987,3,2,0,396
40663,032 09 0 049.00,SINGLE FAMILY,4813  INDIAN SUMMER DR, NASHVILLE,0.52,GENERAL SERVICES DISTRICT,30000.0,105500.0,135500.0,1994,3,2,0,397
40665,032 09 0 051.00,SINGLE FAMILY,4805  INDIAN SUMMER DR, NASHVILLE,0.46,GENERAL SERVICES DISTRICT,30000.0,147700.0,177700.0,1989,4,3,1,399
15544,032 09 0 057.00,SINGLE FAMILY,4405  SUMMERTIME DR, NASHVILLE,0.46,GENERAL SERVICES DISTRICT,30000.0,107200.0,137200.0,1987,3,2,0,400
43079,032 09 0 069.00,SINGLE FAMILY,4856  INDIAN SUMMER DR, NASHVILLE,0.6,GENERAL SERVICES DISTRICT,30000.0,103400.0,133400.0,1987,3,2,0,401
51976,032 09 0 074.00,SINGLE FAMILY,4876 INDIAN SUMMER  DR, NASHVILLE,0.46,GENERAL SERVICES DISTRICT,30000.0,96300.0,126300.0,1987,3,2,0,402
38081,032 09 0 078.00,SINGLE FAMILY,4865  INDIAN SUMMER DR, NASHVILLE,0.46,GENERAL SERVICES DISTRICT,30000.0,87300.0,117300.0,1987,3,2,0,404
8908,032 09 0 096.00,SINGLE FAMILY,2161  QUAIL RIDGE DR, NASHVILLE,0.48,GENERAL SERVICES DISTRICT,30000.0,190600.0,220600.0,2003,4,2,1,405
19812,032 09 0 100.00,SINGLE FAMILY,2177  QUAIL RIDGE DR, NASHVILLE,0.66,GENERAL SERVICES DISTRICT,30000.0,116800.0,146800.0,1997,3,2,0,406
16927,032 09 0 112.00,SINGLE FAMILY,4728  INDIAN SUMMER DR, NASHVILLE,0.46,GENERAL SERVICES DISTRICT,30000.0,153700.0,183700.0,2005,4,2,1,407
28158,032 09 0 113.00,SINGLE FAMILY,4724  INDIAN SUMMER DR, NASHVILLE,0.46,GENERAL SERVICES DISTRICT,30000.0,190400.0,220400.0,2005,4,2,1,408
21305,032 09 0 114.00,SINGLE FAMILY,4720  INDIAN SUMMER DR, NASHVILLE,0.46,GENERAL SERVICES DISTRICT,30000.0,163600.0,193600.0,2006,3,2,1,409
3268,032 09 0 127.00,SINGLE FAMILY,4640  INDIAN SUMMER DR, NASHVILLE,0.48,GENERAL SERVICES DISTRICT,30000.0,108100.0,138100.0,1997,3,2,0,410
4523,032 09 0 136.00,SINGLE FAMILY,2156  QUAIL RIDGE DR, NASHVILLE,0.5,GENERAL SERVICES DISTRICT,30000.0,156500.0,186500.0,2005,3,3,0,411
33030,032 09 0 137.00,SINGLE FAMILY,2152  QUAIL RIDGE DR, NASHVILLE,0.47,GENERAL SERVICES DISTRICT,30000.0,156500.0,186500.0,2006,3,2,0,412
26217,032 09 0 149.00,SINGLE FAMILY,2104  QUAIL RIDGE DR, NASHVILLE,0.46,GENERAL SERVICES DISTRICT,30000.0,95000.0,129000.0,1999,3,2,0,413
29474,032 10 0 010.00,SINGLE FAMILY,4298  BRICK CHURCH PIKE, WHITES CREEK,0.52,GENERAL SERVICES DISTRICT,30000.0,155200.0,185200.0,1999,3,2,1,416
2049,032 10 0 024.00,SINGLE FAMILY,4633  SETTER CT, NASHVILLE,0.63,GENERAL SERVICES DISTRICT,30000.0,186800.0,216800.0,2003,4,2,1,417
21306,032 13 0 001.00,SINGLE FAMILY,4212  BRICK CHURCH PIKE, WHITES CREEK,0.33,GENERAL SERVICES DISTRICT,23000.0,62000.0,85000.0,1983,3,1,0,418
25024,032 13 0 002.00,SINGLE FAMILY,4216  BRICK CHURCH PIKE, WHITES CREEK,0.36,GENERAL SERVICES DISTRICT,23000.0,72100.0,95100.0,1983,3,1,0,419
12404,032 13 0 003.00,SINGLE FAMILY,4220  BRICK CHURCH PIKE, WHITES CREEK,0.42,GENERAL SERVICES DISTRICT,23000.0,107600.0,130600.0,1983,3,2,0,420
669,032 13 0 007.00,SINGLE FAMILY,4225  WINTERBROOK RD, NASHVILLE,0.36,GENERAL SERVICES DISTRICT,23000.0,69500.0,92500.0,1983,3,2,0,421
5811,032 13 0 023.00,SINGLE FAMILY,1604  AUTUMN RIDGE DR, NASHVILLE,0.24,GENERAL SERVICES DISTRICT,23000.0,98700.0,122300.0,1987,3,2,0,422
9802,032 13 0 046.00,SINGLE FAMILY,4202  BRICK CHURCH PIKE, WHITES CREEK,0.36,GENERAL SERVICES DISTRICT,23000.0,132200.0,155200.0,1984,4,2,0,423
29475,032 13 0 056.00,SINGLE FAMILY,4305  FALLING LEAF LN, NASHVILLE,0.33,GENERAL SERVICES DISTRICT,23000.0,82500.0,105500.0,1986,3,2,0,424
36507,032 13 0 057.00,SINGLE FAMILY,4301  FALLING LEAF LN, NASHVILLE,0.26,GENERAL SERVICES DISTRICT,23000.0,85500.0,108500.0,1986,3,2,0,425
15545,032 13 0 067.00,SINGLE FAMILY,1717  AUTUMN RIDGE DR, NASHVILLE,0.25,GENERAL SERVICES DISTRICT,23000.0,76900.0,99900.0,1986,3,2,0,426
44080,032 13 0 114.00,SINGLE FAMILY,4393  SUMMERTIME DR, NASHVILLE,0.3,GENERAL SERVICES DISTRICT,23000.0,104000.0,127000.0,1988,3,2,0,427
19813,033 00 0 188.00,SINGLE FAMILY,505  AGEE RD, GOODLETTSVILLE,0.48,GENERAL SERVICES DISTRICT,28800.0,92700.0,121500.0,1952,3,2,0,436
25025,033 00 0 189.00,SINGLE FAMILY,507  AGEE RD, GOODLETTSVILLE,0.64,GENERAL SERVICES DISTRICT,28800.0,55300.0,84100.0,1952,3,1,0,437
29476,033 04 0 002.00,SINGLE FAMILY,104  GARRETT DR, GOODLETTSVILLE,0.48,CITY OF GOODLETTSVILLE,25500.0,73100.0,101100.0,1950,3,1,0,496
13360,033 05 0 004.00,SINGLE FAMILY,212  BIRDWELL CT, GOODLETTSVILLE,0.46,GENERAL SERVICES DISTRICT,45000.0,132800.0,177800.0,1997,3,2,0,518
13361,033 05 0 010.00,SINGLE FAMILY,236  BIRDWELL CT, GOODLETTSVILLE,0.48,GENERAL SERVICES DISTRICT,45000.0,161800.0,206800.0,2002,3,2,0,519
8910,033 05 0 015.00,SINGLE FAMILY,221  BIRDWELL CT, GOODLETTSVILLE,0.46,GENERAL SERVICES DISTRICT,45000.0,224200.0,269200.0,2002,3,3,1,520
11700,033 05 0 017.00,SINGLE FAMILY,213  BIRDWELL CT, GOODLETTSVILLE,0.46,GENERAL SERVICES DISTRICT,45000.0,121600.0,166600.0,2002,3,2,0,521
14434,033 05 0 018.00,SINGLE FAMILY,209  BIRDWELL CT, GOODLETTSVILLE,0.46,GENERAL SERVICES DISTRICT,45000.0,120100.0,165100.0,2014,3,2,0,522
16930,033 06 0 026.00,SINGLE FAMILY,920  WEEPING WILLOW WAY, GOODLETTSVILLE,0.47,GENERAL SERVICES DISTRICT,35000.0,86100.0,121100.0,2000,3,2,0,526
18374,033 06 0 027.00,SINGLE FAMILY,924  WEEPING WILLOW WAY, GOODLETTSVILLE,0.46,GENERAL SERVICES DISTRICT,35000.0,99300.0,134300.0,2004,3,2,0,527
2052,033 06 0 040.00,SINGLE FAMILY,1133  CAMPBELL RD, GOODLETTSVILLE,0.23,GENERAL SERVICES DISTRICT,35000.0,111700.0,146700.0,2000,3,2,0,528
46863,033 06 0 040.00,SINGLE FAMILY,1133  CAMPBELL RD, GOODLETTSVILLE,0.23,GENERAL SERVICES DISTRICT,35000.0,111700.0,146700.0,2000,3,2,0,528
7003,033 06 0 041.00,SINGLE FAMILY,1129  CAMPBELL RD, GOODLETTSVILLE,0.24,GENERAL SERVICES DISTRICT,35000.0,110500.0,145500.0,2000,3,2,0,530
56065,033 08 0 002.00,SINGLE FAMILY,107 HARDAWAY  DR, GOODLETTSVILLE,0.48,CITY OF GOODLETTSVILLE,25000.0,88200.0,113200.0,1964,3,1,1,551
45315,033 08 0 008.00,SINGLE FAMILY,106  HARDAWAY DR, GOODLETTSVILLE,0.52,CITY OF GOODLETTSVILLE,25000.0,70200.0,95200.0,1967,3,1,0,552
45316,033 08 0 025.00,SINGLE FAMILY,419  GATES RD, GOODLETTSVILLE,0.32,CITY OF GOODLETTSVILLE,25000.0,83900.0,108900.0,1964,3,1,1,553
21325,033 08 0 027.00,SINGLE FAMILY,423  GATES RD, GOODLETTSVILLE,0.32,CITY OF GOODLETTSVILLE,25000.0,86900.0,111900.0,1964,3,1,1,554
54617,033 08 0 043.00,SINGLE FAMILY,111 MARITA  AVE, GOODLETTSVILLE,0.34,CITY OF GOODLETTSVILLE,22000.0,115400.0,137400.0,1963,4,1,0,555
50613,033 08 0 045.00,SINGLE FAMILY,110 MARITA  AVE, GOODLETTSVILLE,0.3,CITY OF GOODLETTSVILLE,22000.0,74900.0,96900.0,1963,3,1,0,556
34786,033 08 0 052.00,SINGLE FAMILY,410  GATES RD, GOODLETTSVILLE,0.28,CITY OF GOODLETTSVILLE,22000.0,74900.0,96900.0,1960,3,1,0,557
28181,033 08 0 056.00,SINGLE FAMILY,511  MONICA AVE, GOODLETTSVILLE,0.41,CITY OF GOODLETTSVILLE,22000.0,77700.0,99700.0,1964,3,1,1,558
23926,033 08 0 072.00,SINGLE FAMILY,142  HARDAWAY DR, GOODLETTSVILLE,0.39,CITY OF GOODLETTSVILLE,25000.0,69600.0,94600.0,1964,3,1,1,559
15564,033 08 0 073.00,SINGLE FAMILY,140  HARDAWAY DR, GOODLETTSVILLE,0.39,CITY OF GOODLETTSVILLE,25000.0,78600.0,105100.0,1964,3,1,0,560
2088,033 08 0 076.00,SINGLE FAMILY,134  HARDAWAY DR, GOODLETTSVILLE,0.39,CITY OF GOODLETTSVILLE,25000.0,65900.0,97900.0,1964,3,1,0,561
23927,033 08 0 085.00,SINGLE FAMILY,309  JANETTE AVE, GOODLETTSVILLE,0.36,CITY OF GOODLETTSVILLE,25000.0,73600.0,98600.0,1970,3,1,1,562
46909,033 08 0 088.00,SINGLE FAMILY,303  JANETTE AVE, GOODLETTSVILLE,0.28,CITY OF GOODLETTSVILLE,25000.0,75900.0,104700.0,1968,3,1,0,563
19831,033 08 0 099.00,SINGLE FAMILY,131  HARDAWAY DR, GOODLETTSVILLE,0.32,CITY OF GOODLETTSVILLE,25000.0,91600.0,116600.0,1968,3,1,1,564
36526,033 08 0 101.00,SINGLE FAMILY,135  HARDAWAY DR, GOODLETTSVILLE,0.3,CITY OF GOODLETTSVILLE,25000.0,83800.0,110000.0,1964,3,1,1,565
41947,033 08 0 102.00,SINGLE FAMILY,137  HARDAWAY DR, GOODLETTSVILLE,0.32,CITY OF GOODLETTSVILLE,25000.0,75500.0,102800.0,1964,3,1,1,566
45317,033 08 0 115.00,SINGLE FAMILY,340  JANETTE AVE, GOODLETTSVILLE,0.3,CITY OF GOODLETTSVILLE,25000.0,63400.0,91200.0,1970,3,1,0,567
36527,033 08 0 123.00,SINGLE FAMILY,324  JANETTE AVE, GOODLETTSVILLE,0.29,CITY OF GOODLETTSVILLE,25000.0,92100.0,122800.0,1970,3,1,0,568
23928,033 08 0 128.00,SINGLE FAMILY,314  JANETTE AVE, GOODLETTSVILLE,0.29,CITY OF GOODLETTSVILLE,25000.0,61100.0,88800.0,1970,3,1,0,569
18391,033 08 0 140.00,SINGLE FAMILY,331  JANETTE AVE, GOODLETTSVILLE,0.36,CITY OF GOODLETTSVILLE,25000.0,77800.0,109600.0,1973,3,1,0,570
7022,033 08 0 143.00,SINGLE FAMILY,337  JANETTE AVE, GOODLETTSVILLE,0.37,CITY OF GOODLETTSVILLE,25000.0,78300.0,103300.0,1972,3,1,1,571
12413,033 08 0 144.00,SINGLE FAMILY,339  JANETTE AVE, GOODLETTSVILLE,0.34,CITY OF GOODLETTSVILLE,25000.0,94900.0,119900.0,1972,3,1,1,572
51991,033 08 0 144.00,SINGLE FAMILY,339 JANETTE  AVE, GOODLETTSVILLE,0.34,CITY OF GOODLETTSVILLE,25000.0,94900.0,119900.0,1972,3,1,1,572
33053,033 08 0 146.00,SINGLE FAMILY,343  JANETTE AVE, GOODLETTSVILLE,0.39,CITY OF GOODLETTSVILLE,25000.0,76000.0,101000.0,1972,3,1,0,574
26237,033 08 0 155.00,SINGLE FAMILY,361  JANETTE AVE, GOODLETTSVILLE,0.29,CITY OF GOODLETTSVILLE,25000.0,78300.0,103300.0,1972,3,1,1,575
54594,033 09 0 001.00,SINGLE FAMILY,109 KATHERINE  CT, GOODLETTSVILLE,0.55,GENERAL SERVICES DISTRICT,45000.0,162800.0,207800.0,2005,4,2,1,576
25051,033 11 0 038.00,SINGLE FAMILY,721  HAMBLEN DR, MADISON,0.75,GENERAL SERVICES DISTRICT,25200.0,90700.0,115900.0,1960,2,1,0,589
31105,033 11 0 046.00,SINGLE FAMILY,815  HAMBLEN DR, MADISON,0.83,GENERAL SERVICES DISTRICT,25200.0,94600.0,119800.0,1961,2,1,1,590
4538,033 12 0 012.00,SINGLE FAMILY,503  JANETTE AVE, GOODLETTSVILLE,0.51,CITY OF GOODLETTSVILLE,28800.0,91800.0,120600.0,1966,4,2,0,593
26238,033 12 0 020.00,SINGLE FAMILY,432  GATES RD, GOODLETTSVILLE,0.38,CITY OF GOODLETTSVILLE,22000.0,108500.0,130500.0,1963,3,2,0,594
29501,033 12 0 020.00,SINGLE FAMILY,432  GATES RD, GOODLETTSVILLE,0.38,CITY OF GOODLETTSVILLE,22000.0,108500.0,130500.0,1963,3,2,0,594
8005,033 12 0 027.00,SINGLE FAMILY,312  CONNIE AVE, GOODLETTSVILLE,0.41,CITY OF GOODLETTSVILLE,25300.0,75100.0,100400.0,1967,3,1,0,596
23929,033 12 0 037.00,SINGLE FAMILY,113  MARITA AVE, GOODLETTSVILLE,0.3,CITY OF GOODLETTSVILLE,22000.0,69400.0,92200.0,1965,3,1,1,597
46910,033 12 0 044.00,SINGLE FAMILY,116  MARITA AVE, GOODLETTSVILLE,0.32,CITY OF GOODLETTSVILLE,22000.0,70600.0,92600.0,1965,3,1,0,598
51992,033 12 0 045.00,SINGLE FAMILY,118 MARITA  AVE, GOODLETTSVILLE,0.34,CITY OF GOODLETTSVILLE,22000.0,88600.0,110600.0,1965,3,1,1,599
13380,033 12 0 048.00,SINGLE FAMILY,124  MARITA AVE, GOODLETTSVILLE,0.41,CITY OF GOODLETTSVILLE,22000.0,94600.0,116600.0,1965,3,1,1,600
46911,033 12 0 058.00,SINGLE FAMILY,408  JANETTE AVE, GOODLETTSVILLE,0.37,CITY OF GOODLETTSVILLE,22000.0,73900.0,95900.0,1967,3,1,1,601
18392,033 12 0 060.00,SINGLE FAMILY,404  JANETTE AVE, GOODLETTSVILLE,0.34,CITY OF GOODLETTSVILLE,22000.0,76800.0,98800.0,1967,3,1,0,602
25052,033 12 0 072.00,SINGLE FAMILY,129  MARITA AVE, GOODLETTSVILLE,0.35,CITY OF GOODLETTSVILLE,22000.0,72200.0,94200.0,1963,3,1,1,603
2089,033 12 0 088.00,SINGLE FAMILY,416  JANETTE AVE, GOODLETTSVILLE,0.35,CITY OF GOODLETTSVILLE,22000.0,106700.0,128700.0,1967,3,2,0,605
41948,033 12 0 093.00,SINGLE FAMILY,208  FRIENDSHIP DR, GOODLETTSVILLE,0.32,CITY OF GOODLETTSVILLE,22000.0,92400.0,117100.0,1963,4,1,0,606
9814,033 12 0 097.00,SINGLE FAMILY,200  FRIENDSHIP DR, GOODLETTSVILLE,0.3,CITY OF GOODLETTSVILLE,22000.0,91000.0,113000.0,1963,3,1,1,607
21326,033 12 0 103.00,SINGLE FAMILY,428  JANETTE AVE, GOODLETTSVILLE,0.3,CITY OF GOODLETTSVILLE,22000.0,82400.0,104400.0,1965,3,1,0,608
4539,033 12 0 104.00,SINGLE FAMILY,426  JANETTE AVE, GOODLETTSVILLE,0.27,CITY OF GOODLETTSVILLE,22000.0,95400.0,129900.0,1968,3,1,0,609
36528,033 12 0 107.00,SINGLE FAMILY,314  MARITA AVE, GOODLETTSVILLE,0.29,CITY OF GOODLETTSVILLE,22000.0,95700.0,117700.0,1964,3,1,1,610
38109,033 12 0 111.00,SINGLE FAMILY,319  MELISSA DR, GOODLETTSVILLE,0.32,CITY OF GOODLETTSVILLE,22000.0,66200.0,88200.0,1963,3,1,0,611
46912,033 12 0 114.00,SINGLE FAMILY,440  JANETTE AVE, GOODLETTSVILLE,0.28,CITY OF GOODLETTSVILLE,22000.0,76300.0,98300.0,1966,3,1,0,612
8006,033 12 0 134.00,SINGLE FAMILY,435  JANETTE AVE, GOODLETTSVILLE,0.29,CITY OF GOODLETTSVILLE,22000.0,94800.0,121500.0,1966,3,1,0,613
23930,033 12 0 137.00,SINGLE FAMILY,441  JANETTE AVE, GOODLETTSVILLE,0.29,CITY OF GOODLETTSVILLE,22000.0,91000.0,114500.0,1968,3,1,0,614
10783,033 12 0 142.00,SINGLE FAMILY,363  JANETTE AVE, GOODLETTSVILLE,0.29,CITY OF GOODLETTSVILLE,25000.0,76600.0,101700.0,1972,3,1,0,615
2090,033 12 0 152.00,DUPLEX,188  CONNARE DR, MADISON,0.3,GENERAL SERVICES DISTRICT,24000.0,78500.0,102500.0,1982,4,2,2,616
4540,033 15 0 023.00,SINGLE FAMILY,902  SUNVALLEY DR, MADISON,0.49,GENERAL SERVICES DISTRICT,24500.0,101500.0,143900.0,1958,3,2,0,646
36529,033 15 0 044.00,SINGLE FAMILY,828  APPLE VALLEY RD, MADISON,0.73,GENERAL SERVICES DISTRICT,26500.0,89600.0,126200.0,1958,3,1,0,648
19833,033 15 0 071.00,SINGLE FAMILY,902  APPLE VALLEY RD, MADISON,0.68,GENERAL SERVICES DISTRICT,26500.0,94600.0,134100.0,1958,3,2,0,654
51993,033 15 0 071.00,SINGLE FAMILY,902 APPLE VALLEY  RD, MADISON,0.68,GENERAL SERVICES DISTRICT,26500.0,94600.0,134100.0,1958,3,2,0,654
48756,033 15 0 073.00,SINGLE FAMILY,906 APPLE VALLEY  RD, MADISON,0.73,GENERAL SERVICES DISTRICT,26500.0,82300.0,109600.0,1958,2,1,0,657
18394,033 15 0 098.00,SINGLE FAMILY,1009  N GRAYCROFT AVE, MADISON,0.66,GENERAL SERVICES DISTRICT,26500.0,91700.0,118200.0,1959,3,1,0,658
46913,033 15 0 119.00,SINGLE FAMILY,815 E CAMPBELL RD, MADISON,0.84,GENERAL SERVICES DISTRICT,28000.0,132100.0,162800.0,1967,3,2,0,663
5830,033 16 0 003.00,SINGLE FAMILY,922  SUNVALLEY DR, MADISON,0.57,GENERAL SERVICES DISTRICT,26500.0,78100.0,104600.0,1988,3,2,0,666
40685,033 16 0 023.00,SINGLE FAMILY,1012  N GRAYCROFT AVE, MADISON,0.46,GENERAL SERVICES DISTRICT,24500.0,134100.0,161200.0,1958,3,2,0,671
21327,033 16 0 037.00,SINGLE FAMILY,451  JANETTE AVE, GOODLETTSVILLE,0.26,CITY OF GOODLETTSVILLE,22000.0,90300.0,114100.0,1967,3,1,0,672
22759,033 16 0 038.00,DUPLEX,1137  N GRAYCROFT AVE, MADISON,0.33,GENERAL SERVICES DISTRICT,24000.0,61300.0,85300.0,1981,4,2,0,673
4541,033 16 0 042.00,DUPLEX,121  SLAYTON CT, MADISON,0.25,GENERAL SERVICES DISTRICT,24000.0,63000.0,87000.0,1981,4,2,0,674
2091,033 16 0 055.00,DUPLEX,192  CONNARE DR, MADISON,0.27,GENERAL SERVICES DISTRICT,24000.0,78500.0,102500.0,1982,4,2,2,675
5831,033 16 0 059.00,SINGLE FAMILY,1221  N GRAYCROFT AVE, MADISON,0.24,GENERAL SERVICES DISTRICT,24500.0,101700.0,126200.0,1974,3,2,1,676
9815,033 16 0 059.00,SINGLE FAMILY,1221  N GRAYCROFT AVE, MADISON,0.24,GENERAL SERVICES DISTRICT,24500.0,101700.0,126200.0,1974,3,2,1,676
26239,033 16 0 062.00,SINGLE FAMILY,1233  N GRAYCROFT AVE, MADISON,0.27,GENERAL SERVICES DISTRICT,24500.0,93200.0,117700.0,1975,3,1,1,678
5832,033 16 0 063.00,ZERO LOT LINE,1237  N GRAYCROFT AVE, MADISON,0.13,GENERAL SERVICES DISTRICT,17200.0,65600.0,82800.0,1983,2,1,1,679
1218,033 16 0 065.00,SINGLE FAMILY,1245  N GRAYCROFT AVE, MADISON,0.25,GENERAL SERVICES DISTRICT,24500.0,100500.0,128900.0,1976,3,2,0,680
